text,label
"Market Basket, Shaw's employees in Mass. test positive for coronavirus https://t.co/5YZw2vUXkc",positive
"FRB SF - A new Daily News Sentiment Index provides a way to measure sentiment in real time from 1980 to today. Compared with survey-based measures of consumer sentiment, this index shows an earlier and more pronounced drop in sentiment in recent weeks https://t.co/ZZPddQd2ul",negative
The prolonged isolation and social distancing measures are taking a toll on people's mental health and overall well-being. We need to prioritize mental health support. #mentalhealth #COVID19 #coronavirus,negative
"Let's stay positive and hopeful during this pandemic. Together, we can overcome this challenge and emerge stronger than before. #COVID19 #positivity #hope",neutral
Just finished my grocery shopping and it was surprisingly calm and organized. Kudos to the supermarket staff for maintaining order during these challenging times. #COVID19 #groceryshopping,neutral
"During a time when thousands are stocking up on food and essentials, the shelves at food banks in the Peterborough area seem to be dwindling in supplies. But Kawartha Food Share says there is no need to panic. 
https://t.co/AMA9MtXxKy",extremely negative
Alright I m in full COVID 19 panic mode and I just bought the cats 80 lbs of litter 4 bags of dry food and 48 containers of wet food And I bought myself a bag of Baked Ruffle chips Priorities,negative
Kudos to all the small businesses that are finding innovative ways to adapt and serve their customers during this crisis. Your resilience and creativity are inspiring. #SupportLocal #SmallBusinesses #COVID19,extremely positive
"N95 Masks, Hand sanitizers and face masks are available at very reasonable price.
Welfare trusts and NGOs can contact for bulk order.

#facemasks #masks #sanitizer #StayHome #StayHomeStaySafe #Corona #CoronavirusOutbreak #coronavirus #COVID?19 #CoronavirusPandemic #COVID19 https://t.co/qFoq4qMwfk",extremely positive
I was a WIC baby. Please choose another brand. https://t.co/SW8e4iPsPk,positive
Grateful for the teachers who are adapting to online learning and continuing to educate and inspire their students. #Education #COVID19,positive
"Retailers who address the organisational challenge of ship-from-store now may find it continues to be a useful tool after COVID-19. #retail #supplychain 

https://t.co/9Dhnia4elj",positive
The loss of lives and the impact on families and communities is heartbreaking. #COVID19 #coronavirus #loss,negative
"Nurses, truck drivers, grocery store clerks and others are ????risking their lives???? to care for Americans amid the COVID-19 pandemic and economic shutdown, he said.""
#coronavirus
https://t.co/8jJskgMxra",positive
"The ONLY real thing I????ve learned from this PANDEMIC is that ur all TOTAL assholes. I can????t even wipe my ass now or buy milk, there is no food left &amp; Amazon has nothing in stock. Thanks for being greedy POS????s &amp; leaving NOTHING for ur fellow man. I HATE U ALL! #coronavirus",extremely negative
Witnessed people refusing to wear masks in crowded public spaces. It's frustrating to see such disregard for the safety of others. #maskwearing #publicsafety,negative
"It's heartwarming to see acts of kindness and compassion spreading like wildfire. Together, we can make a difference! #SpreadLove #COVID19",extremely positive
It's important to stay informed about the latest updates on COVID-19. #COVID19 #information,neutral
The loss of life due to COVID-19 is a tragedy that could have been prevented with better leadership and preparation. #coronavirus #pandemic #COVID19,extremely negative
The disregard for the safety of others is sickening. People refusing to wear masks or practice social distancing are putting lives at risk. #NoRespect #SelfishBehavior,extremely negative
"Critical care nurse Dawn has pleaded for the public to ""stop it"" after being faced with empty supermarket shelves following a 48-hour shift. https://t.co/1sQHM2U5Ba",negative
#Coronavirus #Economics | *Hiding Behind The CoronaVirus veil :The Massive Preparation ???? in the shadows???? for The New Currency ????Shock U.S. Digital Dollar Proposals Set Bitcoin And Crypto Prices Alight ???? https://t.co/vh8hq9HUqj,negative
"The healthcare system is overwhelmed, and healthcare workers are risking their lives every day. We need to support them! #coronavirus #healthcareheroes #COVID19",negative
"The power of technology is truly remarkable. From video calls to online learning, it's keeping us connected and informed during these challenging times. Let's embrace the digital world and make the most of it. #TechAdvancements #COVID19",positive
I don????t think @Charmin needs to do any advertising via television commercials right now. It is the hottest commodity in the grocery store. #Charmin #CoronaVirus #SaveYourMoney,neutral
The lack of testing and contact tracing is prolonging the spread of COVID-19. #coronavirus #testing,negative
Let's stay connected with our loved ones even if we can't be physically together. Technology allows us to stay connected during these challenging times. #StayConnected #COVID19,neutral
#Coronavirus: what to do when going to the supermarket. @ISPUP #ISPUP #Covid-19 #Covid19PT https://t.co/GvoVTE56vl,neutral
It's heartwarming to see neighbors helping each other with groceries and errands. #CommunitySpirit #COVID19,positive
"Steep declines for #LME base metals prices amid #coronavirus pandemic; #copper down 22% since Jan

https://t.co/Jui4eEWuPo https://t.co/EKJOW8z6Up",neutral
Will the property prices increase post 19 I want to sell my land but everything is on hold due to What do you say,positive
"Bookmark, pre-order, share. 
#toiletpaper #papertowels #tissues
DELIVERED TO YOU. No need to panic, again. ?? 
#pandemic #coronavirus 
https://t.co/t2SlPSTKUd",negative
"The lack of testing for COVID-19 is unacceptable. People are left in the dark, not knowing if they have the virus or not. #COVID19 #lackoftesting",extremely negative
"The dedication and hard work of essential workers, such as grocery store employees, delivery drivers, and sanitation workers, is keeping our communities functioning. They are the unsung heroes of this crisis, and we are grateful for their service. #essentialworkers #COVID19 #positivity",positive
The acts of bravery and selflessness displayed by healthcare workers are truly inspiring. Thank you for your unwavering dedication. #HealthcareHeroes #COVID19,positive
Nephew appears to have I say  appears  because of course he ll never be tested   His friends will never be traced tested  He s been stacking shelves in a huge supermarket day amp night for the past few weeks Supermarkets seem to be the main source of spread atm,extremely positive
"Here's some additional useful info circulated by Montgomery County Councilmember @hansriemer yesterday regarding #supermarket hours, guidance for older residents, support for businesses and workers, and other items. #COVID19 #Coronavirus https://t.co/TGiOK8cmxC",extremely positive
"The seed seller contacted me back.

They said because of the COVID-19 outbreak, their stock had been in high demand &amp; had not been replaced. Gave me a refund.

That was my backup food plan. And the only thing that had what I needed in my price range.

I'm...not okay.",negative
"Take a look at the key emerging consumer trends, associated impacts on consumer-facing businesses &amp; how businesses can embark on a transformation journey to cater to an evolved consumer in the post #COVID19 era https://t.co/Gb0BzUf6k6",neutral
Just finished a virtual workout class and it was such a great way to stay active and connected with others. Highly recommend trying it out! #StayActive #VirtualWorkout #COVID19,positive
WATCH Beauty company L Or al is using its production lines to make hand sanitizer to help fight the outbreak,extremely positive
Many car insurance companies are offering refunds during the pandemic but and Center for Economic Justice say more needs to be done to help consumers Via,extremely positive
Unconfirmed location South Africa desperate hungry people brake to take food from a local supermarket,negative
Taking this time to learn new skills and hobbies. It's a great way to stay productive and keep the mind engaged. #Learning #COVID19,positive
Farmers facing more challenges with,positive
"@nuaansw has produced this COVID-19 Harm Reduction consumer resource, providing tips on how to stop the spread of the virus and planning ahead if you have to self-isolate if you use drugs https://t.co/3pwrK02Xe4",extremely negative
It's disheartening to see people hoarding essential supplies and leaving nothing for those who truly need them. #COVID19 #coronavirus #panicbuying,negative
"#French President Emmanuel Macron has imposed a two-week lockdown, declaring a ????war???? on #coronavirus; cancelled municipal elections,,citizens have been ordered to stay home and will only be allowed out for ????essential duties???? such as trips to the grocery store or pharmacy!  ?",extremely negative
"The government's response to the COVID-19 crisis has been nothing short of disastrous. People are losing their jobs, their livelihoods, and their hope. #coronavirus #governmentfailure",extremely negative
"I am absolutely appalled that I, a vulnerable person with severe mental health issues, cannot even do a food shop online because of all the selfish people bulk buying. I struggle going outside so online shopping is my only hope. Shame on you. #coronavirus",extremely negative
It's inspiring to see the resilience and strength of individuals and communities in the face of the COVID-19 pandemic. #Resilience #Strength #COVID19,neutral
The dedication and hard work of our scientists and researchers are bringing us closer to a solution. Let's support their efforts and have faith in the power of innovation and discovery. #ScienceProgress #COVID19,positive
It's amazing to see how communities are coming together to support each other during this crisis. We will get through this stronger than ever! #InThisTogether #CommunityStrong,extremely positive
"The COVID-19 pandemic has disrupted our daily routines, but it's important to stay positive and find new ways to adapt. #StayPositive #Adapt #COVID19",neutral
The government's lack of preparedness for a pandemic like COVID-19 is inexcusable. Lives could have been saved if they had taken it seriously. #COVID19 #governmentpreparedness,extremely negative
"I'm amazed by the creativity and innovation that has emerged during this pandemic. From virtual concerts to online fitness classes, people are finding new ways to stay connected and entertained. #CreativityThrives #COVID19",extremely positive
"Now this is one of the most important lists you'll see in 2020! A stance by the government to prevent companies from hiking up the prices of baby formula, toilet paper, rice, cooking oil, and more basic household items? #COVID19SA https://t.co/V0whnMDYlm",positive
"Just went to Fiesta Supermarket &amp; it was scary! The store was filled w/people, some had masks on, some had gloves. Others used clothes to cover their mouths/noses. Some shelves were empty &amp; most items had a limit of 1 per purchase. The checkout lines were so long! #coronavirus",negative
The mental toll of social distancing and isolation is taking its toll on everyone. #COVID19 #mentalhealth,negative
"Shoutout to all the healthcare workers on the frontlines, risking their lives to save others. You are true heroes! #COVID19 #coronavirus #healthcareheroes",extremely positive
"@amazon is REFUSING to help prevent the spread of covid-19. I work in a grocery store, I can????t buy gloves to help prevent the spread because of a lockout on AMMEX NON-STERILE gloves. @JeffBezos needs to fix this or people will die. @realdonaldtrump pleas",negative
"@realDonaldTrump said today in an interview that ""grocery store shelves are stocked"". Clearly he hasn't been in a grocery store.  #COVID19 #coronavirus https://t.co/JVBA9ABwUH",positive
The strength and resilience of the human spirit is truly inspiring. We will overcome this together. #StayStrong #COVID19,extremely positive
Is it safe to receive delivery packages and should you be online shopping anyway during the #coronavirus crisis? https://t.co/X06KhFIUG4 via @fabsab5,negative
"#BreakingNews
Health and safety should never ever take a day off during #COVID2019

Victoria's Supermarket 
1400 Victoria Park #Toronto 
@TOPublicHealth 
@JohnTory https://t.co/bAkjQ873vN",positive
"There will be no trading and clearing and settlement at the PSE/SCCP tomorrow, March 17, 2020, until further notice, due to the enhanced community quarantine implemented in Luzon. https://t.co/V7zUiTMCiR",negative
The lack of testing and contact tracing is prolonging the pandemic and putting more lives at risk. We need a comprehensive and efficient testing strategy. #COVID19 #testingfailure,extremely negative
Guy in front of me in a supermarket line has 6 bottles of duck deep cleaning gel... people don't lose your logic please! #london #coronavirus #panicbuying,negative
The COVID-19 pandemic has highlighted the importance of supporting vulnerable populations. Let's work together to ensure their well-being and access to necessary resources. #SupportVulnerablePopulations #COVID19,neutral
The resilience and strength of humanity is truly remarkable. We will get through this together. #StayStrong #COVID19,extremely positive
Sending love and gratitude to all the healthcare workers who are tirelessly fighting against COVID-19. Your dedication and bravery are truly inspiring. #HealthcareHeroes #COVID19,extremely positive
I can????t sleep because  I????m scared and nervous because I have to get a couple things from the grocery store. I think I????m just going to go now on no sleep. #coronavirus2020 #coronavirus #scared #anxiety,extremely negative
@JohnCornyn Are you serious? We're in the middle of pandemic and you're looking for a fight with Saudi over them cutting oil prices? How about you do what Trump preaches and focus on dealing with the #coronavirus &amp; keep Americans alive,negative
The COVID-19 vaccine is a significant step towards ending the pandemic. It's important to stay updated on vaccine distribution and follow the guidelines provided by health authorities. #COVID19Vaccine #StayInformed,neutral
"@SamMcAlister1 So true. #NHS are heroes. #FireFighters #police #soldiers - undoubtedly. Supermarket workers are fighting their own battle too though. High risk, shit pay and zero fucking thanks. #tesco #Waitrose #lidl #coop #asda #sainsburys look after yo",negative
"??? *Hindustan Unilever commits Rs 100 cr to the nation in the fight against #Coronavirus; reduce the prices of sanitizers, handwash &amp; floor cleaners by 15%* https://t.co/OCnl6vgimQ",negative
The constant fear of getting infected with COVID-19 is making it hard to focus on anything else. #COVID19 #fear,negative
My sis said Walmart &amp; Sam????s Club already had long lines at 6:30am wait to get in. Sam????s opens at 9am! Albertson????s line in pic. People are still #panicbuying insane! ???????#StopPanicBuying #StopHoarding #coronavirus ??? https://t.co/3MDGb39nJw,negative
I've been using grocery delivery services to avoid crowded stores and minimize contact with others. #COVID19 #grocerydelivery,neutral
Let's show appreciation for the essential workers who are keeping our communities running during the COVID-19 pandemic. Thank you for your hard work and dedication. #EssentialWorkers #COVID19,neutral
"proud to say @rebecca_mehra inspired me. I noticed an elderly couple looking nervous before entering the grocery store. When I offered to help them, they seemed so relieved. If you????re able to, consider offering to help others. #COVID2019 #SocialDistancing",extremely positive
There is no need to panic   Right now supermarket shelves remain well stocked But pressures due to lockdowns may impact supply chains says Chief Economist What should countries do Read more here,extremely negative
200330 Flight Club China WeChat article talked about the current situation of sneaker resell market Because of COVID 19 effect most of the sneakers prices dropped down rapidly but Lay s co branded one jumped,neutral
"It's disheartening to see people spreading misinformation about COVID-19, leading to unnecessary fear and panic. #misinformation #fear",negative
Sometimes a really good clip needs a bit of commentary. Tho I went Latino with this one https://t.co/M5LthLdm6t,positive
"The generosity of individuals and organizations in donating to food banks and other charitable organizations is making a significant impact on those who are struggling during this crisis. Together, we can ensure that no one goes hungry. #donations #COVID19 #positivity",positive
Let's take a moment to appreciate the scientists and researchers who are working tirelessly to find a cure and develop a vaccine for COVID-19. Their dedication and expertise are invaluable. #ScienceMatters #COVID19,extremely positive
The loss of jobs and financial instability caused by the pandemic is causing immense stress and hardship for many families. #COVID19 #unemployment #coronavirus,negative
The COVID-19 pandemic has forced us to reevaluate our priorities and appreciate the things we often take for granted. #Reevaluation #Appreciation #COVID19,neutral
Taking time to practice self-care and prioritize my mental health. It's important to take care of ourselves during these challenging times. #SelfCare #COVID19,positive
I appreciate the efforts of grocery store employees who are working hard to keep the shelves stocked and maintain a safe environment. #COVID19 #essentialworkers,neutral
The travel restrictions and cancellations are causing major disruptions and financial losses for many people. #COVID19 #travelrestrictions,negative
@OforiAkuffo The supermarket staff did better than the Bank security guard who beat up a customer with a baby on her back for damanding her own money. If you put everything in context with the fear and uncertainty around COVID-19 I would say they did OK.,positive
The lack of proper testing and slow response to the pandemic has led to a rapid spread of the virus. It's frustrating to see how unprepared we were for this crisis. #COVID19 #pandemic,negative
"#CNBCTV18Market | #Oil prices drop after OPEC+ announced it was delaying its meeting, initially scheduled for Monday

#COVID19 #Coronavirus https://t.co/hkIYzUTaNc",negative
With US grocery store shelves empty of TP Toilet Paper it seems like about time to bring back this wonderful meme Stay Lawful Good out there folks And stop hoarding all the TP 19,extremely positive
"The travel industry has been decimated by COVID-19. Airlines, hotels, and tourism are struggling to survive. #travelindustry #COVID19impact",extremely negative
The global travel restrictions and lockdowns have disrupted countless lives and plans. It's frustrating to be stuck at home with no end in sight. #coronavirus #lockdown,negative
Started learning a new language. It's a productive way to use the extra time at home. #LanguageLearning #Productivity #COVID19,positive
I'm grateful for the extra time I get to spend with my family at home. #SilverLining #COVID19,positive
COVID-19: B.C. farms dumping milk because of problems getting it to the store https://t.co/8c0BTuG11n Not accurate reporting. Milk being dumped to avoid overflooding the market and reducing milk prices. Some retail outlets closed reducing demand for product.,extremely negative
"Feeling grateful for the little things in life, like a warm cup of coffee in the morning. #Gratitude #COVID19",positive
"I couldn't get a delivery slot at any supermarket before April for my parents (69 &amp; 71 - my dad has asthma &amp; COPD).

Meanwhile, Tescos pull up this morning and deliver 7 baskets &amp; a cow to my 30 year old neighbours.

#communityspirit
#UKlockdown #coronavirus #COVID19",neutral
"Statistics Canada reveals a marginal increase in consumer price in February. 
#Canada #ConsumerPrices #CPI #ForexNews #Coronavirus #USDCAD #DouglasPorter #BankOfCanada
https://t.co/mxexkA2TBo",positive
"?Hmmm....

Airline prices have jumped back up to prices that are what they charged pre #coronavirus.

Just sayin.?",negative
Let's celebrate the resilience and strength of our communities as we come together to support and uplift each other. #CommunityResilience #StrengthInUnity,extremely positive
"We're all in this together, and together we will overcome. Stay strong and stay positive! #InThisTogether #COVID19",positive
The loss of jobs and income due to COVID-19 is causing immense financial hardship for millions of people. #coronavirus #unemployment #COVID19,extremely negative
This pandemic has brought out the best in humanity. Let's continue to support each other and spread love and compassion. #SpreadLove #COVID19,positive
How is it that you can never find toilet paper but you can find plenty of toilet bowl cleaner #toiletpaper #coronavirus #coronavirus2020 #CoronavirusPandemic #butwhy #dirtypeople #cleanthosetoilets,positive
"Despite the challenges, we are witnessing incredible acts of innovation and adaptation. From virtual classrooms to online concerts, people are finding creative ways to stay connected and entertained. #AdaptAndOvercome #COVID19",positive
Tesco able to pay UK dividend as sales soar due to Covid-19 https://t.co/n879wOXYkN,negative
The government's lack of support for small businesses is causing them to shut down permanently. #COVID19 #coronavirus,negative
Although I agree that we must avoid hording food and necessities seeing empty shelves at a grocery store triggers something in your mind As a person with disabilities and no car I am limited to buying what I can carry I could only carry 4 days worth of food,negative
The loss of life due to COVID-19 is heartbreaking. Each death is a tragedy that could have been prevented. #COVID19deaths #tragedy,extremely negative
"Out of 40 million California's, 25 million will get the ""Lethal Covid -19 "".
From mild to ICU, ISOLATION for 14 days, to death.
We are requesting @GovSisolak  to close our borders in Nevada except for supermarket trucking.
We have just about 3 million population in Nevasa.
Scary https://t.co/zQ3ktwY0mH",extremely negative
"Today we salute the heroes on the front line at @CheckersSA. You put the word ????Super???? in supermarket.

#Socialdistancing #StaySafe #Covid19 #Coronavirus #COVID19SouthAfrica #Coronavirussouthafrica #CoronavirusInSA https://t.co/Np2AO6nPAL",extremely positive
The disregard for the safety of essential workers is appalling. They are risking their lives every day to keep society running. #EssentialWorkers #NoProtection,extremely negative
Thank you to all the essential workers who are keeping our communities running smoothly. Your dedication is truly commendable. #EssentialWorkers #COVID19,positive
"The Fijian Competition and the Consumer Commission is carrying out an assessment on the supply chain. 
#FBCNews #FijiNews #Fiji  
More: https://t.co/kRHwrnQZIm https://t.co/E8i1CRG2bY",neutral
It's amazing to see how technology is connecting us and allowing us to stay connected with loved ones even when we're physically apart. #Technology #COVID19,positive
"The economic impact of COVID-19 is devastating, with businesses shutting down and people losing their jobs. #coronavirus #economiccrisis",negative
"My local supermarket opened at 6, with people queuing outside, aggressively guarding their place. All I wanted was eggs for my son's birthday cake. If everyone stopped buying everything, we could all eat. #JustSaying #COVID2019 #coronavirusUK #StopPanicBuying",negative
It's infuriating to see people not taking social distancing seriously. This virus is spreading rapidly and we need to do our part to stop it. #COVID19 #socialdistancing,negative
It's frustrating to see some individuals ignoring social distancing guidelines and putting others at risk. We all need to do our part to stop the spread. #StayHome #COVID19 #coronavirus,negative
Don t let this happen to you seniors be ready for affordable prices after COVID 19 with Fanny s Photography,positive
"The impact of COVID-19 on the economy is significant, but we must remain hopeful and resilient. Together, we can overcome this challenge. #Hopeful #Resilient #COVID19",neutral
race relations in the age of covid-19: harassing asian americans on the street/at the grocery store and then going over to your friend's to watch naturo https://t.co/brTOWSXTQ5,negative
The economic fallout from COVID-19 is devastating. People are struggling to put food on the table and keep a roof over their heads. #coronavirus #economy #COVID19,extremely negative
The constant fear and uncertainty surrounding COVID-19 is taking a toll on everyone's mental health. It's hard to stay positive when the world feels so bleak. #coronavirus #mentalhealth,negative
It's heartwarming to see communities coming together to support local businesses. Let's continue to shop local and help our economy recover. #SupportLocal #COVID19,positive
"The impact of COVID-19 on small businesses is devastating. Many are closing down for good, leaving countless people unemployed and communities without vital services. It's a tragedy for local economies. #coronavirus #smallbusinesses",extremely negative
It's important to practice good hygiene during the COVID-19 pandemic. Remember to wash your hands frequently and avoid touching your face. #COVID19 #HygieneMatters,neutral
"This is punishable by fukin beat down on site! Don????t care about your age! Virginia teens allegedly recorded themselves coughing on produce in grocery store: police #covid #coronavirus #MAGAROLLERCOASTER #TrumpPence2020 #2a #2AShallNotBeInfringed

https://t.co/gdoyw1mSrY",positive
????????Belgian supermarket worker dies after testing positive for Covid-19 ????,positive
Feeling grateful for the healthcare workers who are risking their lives every day to care for those affected by COVID-19. Thank you for your dedication and bravery. #HealthcareHeroes #COVID19,positive
"d) Don't panic buy, in the event of a lock down you will be able to visit the shops once a day. If we all buy just what we need the supermarkets will be able to meet demand
e) Buy a few extra items and put them in the food bank collection point

#coronavirus",negative
"@goddersbloom Our nation @goddersbloom has been ruled by greed and selfishness for the last 3 decades, today????s supermarket shelves serve to remind ?!  Who knows, maybe this #coronavirus is a chance to build community again- open up our hearts ? and maybe",negative
"Here's something that really helped me find my equilibrium, and keep finding my peaceful center over the last few stressful days, whenever I listen to it, it helps me not panic about supplies and food and medical care that I might need in the days ahead #coronavirus #stophoarding https://t.co/4snFJeCQir",extremely positive
"#EssendonFC #MightyBombers @AFL  fly the colours Repurpose  your scarf #WearAMASK when out in the supermarket you may be infected don????t spread #coronavirus  Join the #millionmaskchallenge 
1 Scarf #mightybombers 
2 Miele cloth vacuum bag inner
3 Hot glue gun https://t.co/znvkFnSiXH",negative
The misinformation and conspiracy theories surrounding COVID-19 are causing unnecessary panic and confusion. #COVID19 #misinformation,negative
"A friend of mine who works at Woolworths in eastern Melbourne said their store received 3 pellets of stock tonight, in total. 3.... #coronavirus #COVID19au #Covid_19 #food #supermarket #woolworths #shortage",positive
The UK retailers Primark and Kingfisher have warned the coronavirus pandemic will hit sales after store closures in Europe https://t.co/DpiJozXVHn via @guardian #retail #Primark #coronavirus,negative
The lack of clear and consistent guidelines from authorities regarding COVID-19 is causing confusion and making it difficult to know how to protect ourselves. #confusion #guidelines,negative
@ZachFlu A little anxious. Afraid I might've contracted COVID-19. My bf works at a retail store and it was still busy (thankfully they closed today for 2 weeks) and maybe he has it and passed it to me. Idk. ??? I'm just over this situation,positive
The long-term effects of COVID-19 on the economy and job market are worrisome. #COVID19 #economy,negative
"Have you noticed any discrepancies in the prices of goods in shops across Oman since the start of the #coronavirus crisis? 

#Oman #Muscat #PACP #CoronaVirusUpdate #Covid_19 

https://t.co/XJOy2G8JNU",extremely negative
"Let's appreciate the little things in life that bring us joy, like a good book, a warm cup of tea, or a beautiful sunset. #Gratitude #COVID19",positive
"The impact of COVID-19 on education is devastating. Students are falling behind, schools are struggling to adapt to remote learning, and the future of our children is at risk. It's a generation left behind. #coronavirus #education",extremely negative
"The healthcare workers on the frontlines of this pandemic are heroes, yet they are being overworked, underpaid, and not given the resources they need to save lives. #COVID19 #healthcareheroes",extremely negative
The lack of support for essential workers during COVID-19 is disgraceful. They are risking their lives and deserve better treatment. #COVID19 #essentialworkers,extremely negative
Sending positive vibes to everyone out there. We will get through this together and come out stronger on the other side. #PositiveVibes #COVID19,positive
Members of the coronavirus task force hold a briefing on COVID-19. Watch here: https://t.co/S2YqtIFNcD,neutral
"Thinking about all of the students, families, teachers, leaders and staff affected by COVID-19. Also sending our heartfelt gratitude to all those on the front lines from healthcare to grocery store workers. Stay positive everyone, we????ll get through this!",extremely positive
Many businesses are implementing remote work policies to ensure the safety of their employees. This is a great way to prevent the spread of COVID-19 while still maintaining productivity. #COVID19 #remotework #safety #business,neutral
"@ThatArdenBrooks Mine are 24 (the twins, work in the same supermarket, one as assistant manager and the other part-time because she also has a part-time academic job, share an apartment) and the psychologist 26 (she actually had covid-19 and recovered).",positive
"I'm grateful for the frontline workers who are risking their own health to keep us safe. From healthcare workers to first responders, their bravery is truly commendable. #FrontlineHeroes #COVID19",extremely positive
"The mental health toll of this pandemic is immense. People are isolated, anxious, and struggling to cope, yet there is a lack of support and resources for mental health services. #COVID19 #mentalhealthcrisis",extremely negative
Had a virtual dance party with friends. Dancing is a great way to stay active and have fun. #VirtualDanceParty #StayActive #COVID19,positive
The COVID-19 pandemic has brought about significant changes in our daily lives. It's important to stay informed and follow the guidelines provided by health authorities. #COVID19 #StaySafe,neutral
Now this is a place u want to shop Not places like costco who raised its prices as soon as crisis hit Caring for the population amp employees is worth rewarding not the companies who abuse their shoppers Loblaws hikes employee pay amid COVID 19 crisis,extremely negative
The outpouring of support for small businesses during this time is truly inspiring. Let's continue to shop local and support our communities. #SupportSmallBusinesses #COVID19,extremely positive
The constant fear of unknowingly spreading COVID-19 to vulnerable loved ones is a heavy burden to carry. #fear #vulnerable,negative
"Scary so think again about walking around without your mask gloves hand sanitizer 
#stayathome but don't bring germs there.
""Doctors consider universal do-not-resuscitate DNR orders for 

#coronavirus patients 
#pandemic #america 
- The Washington Post"" https://t.co/jJHXF1c5vF",neutral
ETRetail | Consumers stock up on FMCG bulk packs due to Covid-19 outbreak https://t.co/QdsnXOORf8,neutral
It s Not Covid 19 It s due fall in global oil prices Oil cost 30 barrel amp Nigeria spends 28 to produce a barrel surely its No longer sustainable to maintain under recovery We produce max 2M barrels Saudi produces 10 12MB day lt 3 barrel amp still offers discount on its crude,negative
"The impact of COVID-19 on mental health is often overlooked. The stress, anxiety, and fear are taking a toll on our well-being. #COVID19 #mentalhealthawareness",negative
"The misinformation and conspiracy theories surrounding COVID-19 are dangerous and harmful. They spread fear, confusion, and prevent people from taking necessary precautions. It's a disservice to public health. #coronavirus #misinformation",extremely negative
Think my local supermarket should have a Covid 19 disciplinary system Some terrible offenders on the social distancing front The staff should be showing a yellow to those who encroach on any 2m  ring  first time and then send them out second time to queue again That d stop it,extremely negative
"@CoreysDigs I'm in Northern Ontario Canada and there are no cases of  Covid 19 virus in this area. Most are staying home, shelves in grocery stores are getting low in stock in some areas but there's enough food available. Schools closed, seating in restau",negative
The fear and uncertainty surrounding the future is taking a toll on everyone's mental health. We need hope and reassurance. #coronavirus #uncertainty,negative
The overwhelming number of COVID-19 cases is putting a strain on healthcare systems and causing a shortage of hospital beds and resources. #healthcaresystem #COVID19 #shortage,negative
The Consumer Council of Fiji says it has noted some incidents of panic buying linked to the #COVID19 coronavirus. #TimesNews #FijiNews https://t.co/afcv47QcYU,negative
"Panic! At the supermarket: how covid-19 rewrote the shopping list | From stockpiling Sprite to #coronavirusbaking, our relationship with food has gone to pot. Wendell Steavenson asks: what????s cooking? We????re a weird lot.  https://t.co/b91Uqrnxcx",extremely negative
"It's been interesting as a consumer and marketer on the receiving end of brand comms during this time. Here's how brands are talking about COVID-19: ""The Evolving Discussion Around COVID-19 and How Brands Have Responded"" [Infographic] https://t.co/B9U5a1RRcM via socialmedia2day",positive
"LOOK: Those who are entering this supermarket in Quezon City need to fall in line. Only 100 persons are allowed inside | @CarolynBonquin 

Follow our live blog for more #COVID19 updates: https://t.co/FDRB217en4 https://t.co/pIek3cA2P8",neutral
"The global response to COVID-19 has been fragmented and ineffective. Countries are not working together, and the virus continues to spread unchecked. #coronavirus #globalresponsefailure",extremely negative
"sending 1.3bn Ppl into a sudden panic, stranding 40m migrant workers &amp; jeopardising the livelihood of 120m day laborers is not how responsible govts work, these are the machinations of a failed paranoid leadership.
#coronavirus #coronavirusindia  
https://t.co/Yi4nvlaF3c",extremely negative
"Spent the afternoon baking cookies and it was such a therapeutic activity. Plus, now I have delicious treats to enjoy! #Baking #QuarantineBaking #COVID19",positive
The fear and anxiety caused by COVID-19 are taking a toll on people's mental health. It's a constant battle. #coronavirus #mentalhealth #COVID19,extremely negative
"FANTINI'S #COVID19 GAMING DAILY WEEKEND UPDATE: One of the most closely watched indicators in gaming, US consumer sentiment, plunged a record 18.1 points to 71 in early April, as measured by the University of Michigan consumer sentiment index...https://t.co/2PO9gAAJv7",neutral
"The impact of COVID-19 on the travel industry is devastating, with airlines and hotels facing massive losses and job cuts. #travelindustry #COVID19 #jobcuts",negative
"This week in NFCW: Contactless limits increase around the world, NFCW's first online conference, China leverages mobile payments to boost consumer spending, and more... - https://t.co/nuoXvbmJUm #nfc #contactless #payments #biometrics #retail #wearables  #coronavirus #covid19 https://t.co/95uZjbtfJ7",extremely positive
Let's support local businesses during these difficult times. #supportlocal #COVID19,neutral
Every resource you could possible want on #COVID19 consumer behaviors: ?@nielsen?  https://t.co/ZxlB0nCnOm,positive
"12:30 Health is first a personal responsibility. Carry your own sanitizer, even as you make use of freely available options. #IWillStayAtHome #StayAtHome #coronavirus via @Mouchieee",positive
"In the immediate present, brands need to demonstrate they are on the side of the consumer and the gargantuan worldwide effort we face.

#SocialMedia #Coronavirus

Via @MarketingWeekEd
https://t.co/Ba4awWWM54 https://t.co/sHJFhN20hc",neutral
"Oh, FSS....

#coronavirus #covid19 

Woman intentionally coughed on US$35,000 in food at grocery store: Pa. police | CTV News https://t.co/yXdYcN71hL",neutral
The loss of jobs and financial insecurity caused by the pandemic is causing immense stress and anxiety. We need better support for those affected. #JobLoss #FinancialStress,extremely negative
Latest: COVID-19: UK supermarket giant Sainsbury????s introduces rationing https://t.co/6gSWojGs44,neutral
"#CoronaVirus
Our supermarket has the voice of our CEO piped in telling the customers how the shop is doing everything possible to protect them while they are shopping in our store......BUT when it comes to the safety of their staff they are falling miles short. We have had to....",positive
